No.,Time,T.amb (°C),T.D.REF - normal PV (°C),T.U.REF - normal PV (°C),T.D.CPV-HNEPCM-HNF (°C),T.U.CPV-HNEPCM-HNF (°C),T.F.IN Hybrid NF (°C),T.F.DELTA Hybrid NF (°C),V.REF - normal PV (V),V.CPV-Hybrid (V),I.REF - normal PV (A),I.CPV-Hybrid (A),Direct POA irradiance - reference (W/m2),Effective irradiance - CPV hybrid (W/m2),Ceff - mirrors,P(max) REF (W),P(max) CPV Hybrid (W),Isc REF (A),Isc CPV Hybrid (A),Voc REF (V),Voc CPV Hybrid (V),FF REF,FF CPV Hybrid,P.REF normal PV (W),P.CPV-HNEPCM-HNF (W),AREA (m2),ζele.REF (%),ζele.CPV-Hybrid (%),m Hybrid NF (kg/s),Cp Hybrid NF (J/kg�K),Q.CPV-Hybrid (W),ζth.CPV-Hybrid (%),ζtotal.REF (%),ζtotal.CPV-Hybrid (%)
46,08:22:30,29.440,52.360,50.340,38.750,37.330,30.440,0.771,17.032,17.824,0.546,0.793,521.000,741.600,1.424,9.302,14.134,0.597,0.867,20.781,21.649,0.750,0.753,9.299,14.134,0.189,9.444,10.084,0.018,4155.000,58.624,41.826,9.444,51.910,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.42x
47,08:23:00,29.450,52.470,50.460,38.760,37.350,30.450,0.773,17.025,17.823,0.547,0.795,521.800,743.300,1.424,9.312,14.165,0.598,0.869,20.773,21.648,0.750,0.753,9.313,14.169,0.189,9.443,10.086,0.018,4155.000,58.776,41.838,9.443,51.925,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.42x
48,08:23:30,29.460,52.570,50.560,38.760,37.350,30.450,0.774,17.019,17.823,0.547,0.796,522.200,744.300,1.425,9.315,14.185,0.598,0.870,20.767,21.648,0.750,0.753,9.309,14.187,0.189,9.432,10.085,0.018,4155.000,58.852,41.836,9.432,51.921,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.43x
49,08:24:00,29.470,52.650,50.650,38.760,37.360,30.460,0.775,17.014,17.823,0.548,0.797,522.400,745.100,1.426,9.315,14.199,0.598,0.871,20.761,21.648,0.750,0.753,9.324,14.205,0.189,9.443,10.087,0.018,4155.000,58.928,41.845,9.443,51.932,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.43x
50,08:24:30,29.490,52.710,50.720,38.750,37.360,30.470,0.776,17.010,17.823,0.548,0.798,522.600,745.900,1.427,9.317,14.215,0.599,0.872,20.757,21.648,0.749,0.753,9.321,14.223,0.189,9.437,10.089,0.018,4155.000,59.004,41.854,9.437,51.943,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.43x
51,08:25:00,29.500,52.770,50.790,38.740,37.360,30.480,0.778,17.006,17.823,0.548,0.799,523.200,747.200,1.428,9.324,14.239,0.599,0.873,20.753,21.649,0.750,0.753,9.319,14.241,0.189,9.424,10.084,0.018,4155.000,59.156,41.889,9.424,51.973,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.43x
52,08:25:30,29.510,52.820,50.850,38.740,37.360,30.480,0.780,17.003,17.823,0.549,0.801,524.200,749.100,1.429,9.340,14.277,0.600,0.875,20.749,21.649,0.750,0.754,9.335,14.276,0.189,9.422,10.084,0.018,4155.000,59.308,41.890,9.422,51.974,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.43x
53,08:26:00,29.530,52.880,50.920,38.740,37.360,30.490,0.784,16.999,17.823,0.551,0.804,525.900,752.000,1.430,9.367,14.332,0.602,0.879,20.745,21.648,0.750,0.753,9.366,14.330,0.189,9.423,10.082,0.018,4155.000,59.613,41.943,9.423,52.025,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.43x
54,08:26:30,29.540,52.960,51.000,38.750,37.380,30.500,0.788,16.994,17.822,0.553,0.808,528.200,755.800,1.431,9.405,14.403,0.605,0.883,20.740,21.648,0.750,0.753,9.398,14.400,0.189,9.414,10.081,0.018,4155.000,59.917,41.945,9.414,52.026,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.43x
55,08:27:00,29.560,53.050,51.090,38.770,37.410,30.510,0.794,16.989,17.821,0.556,0.813,531.000,760.200,1.432,9.451,14.487,0.608,0.888,20.734,21.646,0.750,0.754,9.446,14.488,0.189,9.412,10.084,0.018,4155.000,60.373,42.020,9.412,52.104,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.43x
